Text,Sentiment
"ANA with the conference tomorrow, I guess we will hit 10.05 after all...",Positive
"NFX - hearing PJCO out cautious following comScore data: Following Weak December, Overall 4Q Traffic Again Turns Negative user",Negative
"se pullback 2 initiate quick trades, not invest, long. Keep stops tight & sell up.  AAP EGN OCN AMH DDD NSM",Positive
"Piper Jaffray making negative comments on NFX and CST ed Box : comScore Q4 data weak for edbox, Netflix",Negative
Maybe a good time to buy TD the 44 level appears to be holding as a key support level,Positive
"CSN option trader buys 1,500 of the Jan 11-16 call spread against low OI indicating entering a position for .50. Bet on data bef. Jan 19",Positive
AA there goes the kids college fund!,Positive
X option trader takes profits in Feb26P selling 8k against 8k OI and rolling position to Feb 25P buying 8K at 1.48,Negative
"Green Monthly Triangle on ACAD,....Net Profit  7,177.00 (11.49%)  ",Positive
So far so good regarding our APO #earnings strategy. Far too soon to call it a win though.  ,Positive
AA this is why I went all in..,Positive
"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.  ",Positive
"My call for the week AA, WFC, APO, MON",Positive
AA i don't like the SPIN on operational cash flow,Negative
APO Q1 2013 operational cash flow 210 million. a 90million decline vs. 2012 Q1.  30% decline,Negative
"ed Weekly Triangle on AMS,....Net Profit  26,135.00 (38.40%)  ",Negative
CM AVG THO AMWD  coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,Positive
"user jemberlin that is my number too, will be a good swing, but personally I hate AMD,",Negative
SPY SPX ES  Green Hedges Stars model: next stop 1410.56 SPX 1387.92 if lower.,Negative
SWHC looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians.  Was on the Evening News,Positive
aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,Negative
HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55  ,Positive
user PWE and the crazy HAO is in Green Weekly Triangle are you in short or long,Negative
WT had a huge 39 seller today... check out the daily... hold over 40-42 loooks good for a swing,Positive
AJ Over 18.00 on good volume   ,Positive
CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.  ,Positive
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,Positive
Still trading within an uptrend channel. Short-term uptrend still intact. I'm still bullish on NVDA  ,Positive
VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan  ,Positive
user: C     what is a runner     ,Positive
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",Positive
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s  ,Negative
tol doji yesterday could mean another lower high. Wait for  close into cloud before going short   ,Negative
"AMWD setting up very nicely above 29.33.  In the very strong building and construction product group, along with APOG.",Positive
"TAB I like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & Software-As-A-Service!!!",Positive
FS - buy signal just triggered for us,Positive
ANF on the radar for a move above 48.70-49,Positive
DGI FTD.  Pivot range 26.98 to 28.33.,Positive
HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,Negative
"FAF new highs, still holding. Needs volume here.",Positive
NS Perfect day for a reversal candle on the dailies.,Negative
VOC actually triggerd yesterday but closed back at line - today itstrying again - vol 16%   ,Positive
added APP,Positive
"WFM - added small  89, prefer the 90-91 level to lay short out",Negative
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,Positive
CMG - 5m descending triangle. 9% avg volume.  ,Negative
user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,Positive
DGI still moving,Positive
SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,Negative
SSYS operational cash flow declined 42% ttm vs. ttm,Negative
"Covering 1/2 WAC short 47.15, looking lower but got to book some...",Negative
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",Negative
FS 4 hour - nice bounce ichard.   ,Positive
"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",Positive
"user I hate to be under 3, as average I end screw up, no good for me NN",Negative
DA nice run from entry; moving stop up to breakeven  ,Positive
"ed Weekly Triangle on CTIC,....Net Profit  675.00 (3.88%),...gly waiting more than 3 months  ",Negative
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,Negative
APO Strong push off support (w/volume),Positive
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave  ,Positive
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",Negative
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",Negative
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%   ,Positive
ANA getting the breakout yest and holding up today. Presenting at JPM conf today at 6:30est  ,Positive
"trade idea buy ESC  25.95, target 35.50, cut below 21.40   ",Positive
"SWKS decision coming there soon...expecting a break...up...looking at SI, MACD & TIX  ",Positive
Just a small dose of reality on CTIC :  ,Negative
"VS option trader closes out Feb 50C selling 12k against 22k OI. Opens position in Feb 55C selling 23k on hard bid vs. OI of 2,700",Negative
Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,Positive
EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,Positive
EBAY basing  ,Positive
Short YHOO,Negative
CHK thanks JPM upgraded   ,Positive
dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,Negative
user: SSYS  EACHED SI 80%  Crash is near,Negative
SSQ pulling back as suspected. uckily sold near 11.20 res (tweeted). Watching 10.80 to get bck in  ,Positive
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",Positive
AAP P&F is bullish again...   ,Positive
"AAP IF support broken then I won't hesitate to sell as lots of downside. For now, : favors longs  ",Positive
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,Negative
"Green Weekly Triangle on DEPO,....Scaling at 6.40  ",Negative
"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty  intc",Positive
"Green Weekly Triangle on FNFG,....Scaling at 8.22  ",Negative
"FAF - ong  16.92. Trailing Stop  22.31 from 8 prior Stops of 22.04, 16.92, 16.40 ... 15.17 and 15.10 -  ",Positive
"SWY - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",Positive
"Despite weakness in AAP, SPY didn't fill 2day's gap - reversed a mere 0.13 away.  Every stock out there outperforming AAP these days",Positive
IPX  Over 22.15  ,Positive
MY   Over 28.25 or 28.50  ,Positive
XXIA Over 18.00  ,Positive
user SHOT YHOO TO 0!!!!!,Negative
"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",Negative
MON - and monthly - game on...  ,Positive
"HA EPS estimates being slashed as squeezed stock crash lands, looking for low 5's  ",Negative
"TSO Was long now crack spreads say low 30's = Short, VO good short too!  ",Negative
"AAP No pain and no gain, will stay above 500 (mostly) but not higher than 580 and go as low as 470  ",Negative
GEOY Should be trading at: 41.09 as each share worth 1.425 shares of DGI (28.84) x 1.425 = 41.09:  ,Positive
China is FIX ing itself STDY,Positive
CHK Good Info user: user S&P over 1470 and this thing rips IMO,Positive
"with a name like SkyPeople Fruit Juice, SP is going to be the next AAP. just wait and see.",Positive
"WH consolidating at the highs, with gap support immediately under the price. -  from  ",Positive
 MT BEAV --- all setting up for possible higher prices,Positive
MGM Caught in a ange user   ,Negative
New post - I could have Peter ynch'd this stock  MD,Positive
FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,Positive
user 3DTradingtrader I do have 3.1Mio to expend and race up any offer for DEPO,Negative
VOXX a user stock. Kudos to you my friend!,Positive
"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",Negative
"SWY - *WSJ: Cerberus, Supervalu Strike Deal - Sources - may put a bid under SWY",Positive
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",Negative
HPQ in the 16.50 calls for .04!,Positive
AAP daily pop then vomit in motion...,Negative
"MCP don't catch that knife, if you think it will survive define risk buy some January 2015 EAP option and forget about it till then...",Negative
"PX - ong  9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -  ",Positive
AAP ... I don't see any more than 1 up 3min candle in a row so far this am.,Negative
"AAP about to go red, amazing how many times that pattern can repeat over and over...",Negative
user u didn't miss it if it is still going lower :) MCP,Negative
GDOT making a new higher high. MACD bullish cross + OBV trending upwards.Time to fill this gap.   ,Positive
Back to a full size position in ZNGA here,Positive
FCE triggered Tues gapped Wed so today IMO do not have to think - you just take profits   ,Positive
"Goodbye FAF, acting weak, I've never liked you anyway - NEXT",Negative
not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop  ,Negative
WFC If they miss I will add,Positive
BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,Negative
"MCP you had a lot of red flags, but when the CEO was abruptly fired without a permanent replacement this should have got your attention...",Negative
AAP gonna bounce hard off 516,Positive
GS is looking super strong.,Positive
wait to you see what they do w/schools in 2013 user: The JMBA airport locations are generally packed. Good news user,Positive
GS wants higher,Positive
"AAP watch CS, it's a tell for AAP imo!",Positive
BK - added to long,Positive
user: long a few NFX 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,Positive
JNP - added to long,Positive
CEE 5 min retest   ,Positive
AAP - trimmed 1/2 of our short exposure 516 level,Negative
AAP lower highs and lower lows intraday...where is big near term support?,Negative
The cult of Apple is dying -  AAP,Negative
ZION...looks to be basing under breakout...could touch bottom of triangle though  ,Positive
HPQ ocket since Noon!,Positive
HPQ ook at that Volume too! Very Nice! 16.50 Calls Do it!,Positive
"X - took long exposure down  25.95 - 26 area - still very bullish on T look, stock has a rip - n - dip rhythm, want dry powder 2 trade",Positive
"user sweet money, I need another 1.8% to scaling in Sell Short again CSN",Negative
